370891.00023979,4944307.57415864,1
370893.56601328,4944299.57280512,1
370899.11201165,4944285.66762316,1
370904.31418704,4944271.66433989,1
370909.01405814,4944257.40434467,1
370915.65547039,4944244.03573796,1
370923.2667994,4944231.13953154,1
370931.72038638,4944218.87100146,1
370940.31581371,4944206.58086584,1
370950.3093523,4944195.45974441,1
370960.33963757,4944184.36284879,1
370969.82421724,4944172.84629276,1
370978.59543691,4944160.76979864,1
370985.9639479,4944147.84532504,1
370991.69952628,4944134.2523883,1
370995.1232289,4944119.69666928,1
370998.3322018,4944105.09354764,1
371001.72168134,4944090.88935583,1
371004.43727301,4944075.97262907,1
371005.186197,4944073.16614862,1
