371156.34306405,4944292.99700083,4
371155.46651076,4944292.51569602,4
371154.58995746,4944292.03439121,4
371153.71340417,4944291.5530864,4
371152.83685088,4944291.07178158,4
371151.96029758,4944290.59047677,4
371151.08374429,4944290.10917196,4
371150.20719099,4944289.62786715,4
371149.3306377,4944289.14656234,4
371148.4540844,4944288.66525752,4
371147.57753111,4944288.18395271,4
371146.70097782,4944287.7026479,4
371145.82442452,4944287.22134309,4
371144.94787123,4944286.74003828,4
371144.07131793,4944286.25873346,4
371143.19476464,4944285.77742865,4
371142.31821134,4944285.29612384,4
371141.44165805,4944284.81481903,4
371140.56510476,4944284.33351421,4
371139.68855146,4944283.8522094,4
371138.81199817,4944283.37090459,4
371137.93544487,4944282.88959978,4
371137.05889158,4944282.40829497,4
371136.18233828,4944281.92699015,4
371135.30578499,4944281.44568534,4
371134.4292317,4944280.96438053,4
371133.5526784,4944280.48307572,4
371132.67612511,4944280.0017709,4
371131.79957181,4944279.52046609,4
371130.92301852,4944279.03916128,4
371130.04646522,4944278.55785647,4
371129.16991193,4944278.07655166,4
371128.29335864,4944277.59524684,4
371127.41680534,4944277.11394203,4
371126.54025205,4944276.63263722,4
371125.66369875,4944276.15133241,4
371124.78714546,4944275.6700276,4
371123.91059216,4944275.18872278,4
371123.03403887,4944274.70741797,4
371122.15748558,4944274.22611316,4
371121.28093228,4944273.74480835,4
371120.40437899,4944273.26350353,4
371119.52782569,4944272.78219872,4
371118.6512724,4944272.30089391,4
371117.7747191,4944271.8195891,4
371116.89816581,4944271.33828428,4
371116.02161251,4944270.85697947,4
371115.14505922,4944270.37567466,4
371114.26850593,4944269.89436985,4
371113.39195263,4944269.41306504,4
371112.51539934,4944268.93176022,4
371111.63884604,4944268.45045541,4
371110.76229275,4944267.9691506,4
371109.88573945,4944267.48784579,4
371109.00918616,4944267.00654098,4
371108.13263287,4944266.52523616,4
371107.25607957,4944266.04393135,4
371106.37952628,4944265.56262654,4
371105.50297298,4944265.08132173,4
371104.62641969,4944264.60001691,4
371103.74986639,4944264.1187121,4
371102.8733131,4944263.63740729,4
371101.99675981,4944263.15610248,4
371101.12020651,4944262.67479767,4
371100.24365322,4944262.19349285,4
371099.36709992,4944261.71218804,4
371098.49054663,4944261.23088323,4
371097.61399333,4944260.74957842,4
371096.73744004,4944260.2682736,4
371095.86088675,4944259.78696879,4
371094.98433345,4944259.30566398,4
371094.10778016,4944258.82435917,4
371093.23122686,4944258.34305436,4
371092.35467357,4944257.86174954,4
371091.47812027,4944257.38044473,4
371090.60156698,4944256.89913992,4
371089.72501369,4944256.41783511,4
371088.84846039,4944255.93653029,4
371087.9719071,4944255.45522548,4
371087.0953538,4944254.97392067,4
371086.21880051,4944254.49261586,4
371085.34224721,4944254.01131105,4
371084.46569392,4944253.53000623,4
371083.58914063,4944253.04870142,4
371082.71258733,4944252.56739661,4
371081.83603404,4944252.0860918,4
371080.95948074,4944251.60478698,4
371080.08292745,4944251.12348217,4
371079.20637415,4944250.64217736,4
371078.32982086,4944250.16087255,4
371077.45326757,4944249.67956774,4
371076.57671427,4944249.19826292,4
371075.70016098,4944248.71695811,4
371074.82360768,4944248.2356533,4
371073.94705439,4944247.75434849,4
371073.07050109,4944247.27304368,4
371072.1939478,4944246.79173886,4
371071.31739451,4944246.31043405,4
371070.44084121,4944245.82912924,4
371069.56428792,4944245.34782443,4
371068.68773462,4944244.86651961,4
371067.81118133,4944244.3852148,4
371066.93462803,4944243.90390999,4
371066.05807474,4944243.42260518,4
371065.18152145,4944242.94130037,4
371064.30496815,4944242.45999555,4
371063.42841486,4944241.97869074,4
371062.55186156,4944241.49738593,4
371061.67530827,4944241.01608112,4
371060.79875497,4944240.5347763,4
371059.92220168,4944240.05347149,4
371059.04564839,4944239.57216668,4
371058.16909509,4944239.09086187,4
371057.2925418,4944238.60955705,4
371056.4159885,4944238.12825224,4
371055.53943521,4944237.64694743,4
371054.66288191,4944237.16564262,4
371053.78632862,4944236.68433781,4
371052.90977533,4944236.20303299,4
371052.03322203,4944235.72172818,4
371051.15666874,4944235.24042337,4
371050.28011544,4944234.75911856,4
371049.40356215,4944234.27781375,4
371048.52700885,4944233.79650893,4
371047.65045556,4944233.31520412,4
371046.77390227,4944232.83389931,4
371045.89734897,4944232.3525945,4
371045.02079568,4944231.87128968,4
371044.14424238,4944231.38998487,4
371043.26768909,4944230.90868006,4
371042.39113579,4944230.42737525,4
371041.5145825,4944229.94607044,4
371040.6380292,4944229.46476562,4
371039.76147591,4944228.98346081,4
371038.88492262,4944228.502156,4
371038.00836932,4944228.02085119,4
371037.13181603,4944227.53954638,4
371036.25526273,4944227.05824156,4
371035.37870944,4944226.57693675,4
371034.50215614,4944226.09563194,4
371033.62560285,4944225.61432713,4
371032.74904956,4944225.13302231,4
371031.87249626,4944224.6517175,4
371030.99594297,4944224.17041269,4
