371030.11938967,4944223.68910788,4
371029.24283638,4944223.20780306,4
371028.36628308,4944222.72649825,4
371027.48972979,4944222.24519344,4
371026.6131765,4944221.76388863,4
371025.7366232,4944221.28258382,4
371024.86006991,4944220.801279,4
371023.98351661,4944220.31997419,4
371023.10696332,4944219.83866938,4
371022.23041002,4944219.35736457,4
371021.35385673,4944218.87605975,4
371020.47730344,4944218.39475494,4
371019.60075014,4944217.91345013,4
371018.72419685,4944217.43214532,4
371017.84764355,4944216.95084051,4
371016.97109026,4944216.46953569,4
371016.09453696,4944215.98823088,4
371015.21798367,4944215.50692607,4
371014.34143038,4944215.02562126,4
371013.46487708,4944214.54431645,4
371012.58832379,4944214.06301163,4
371011.71177049,4944213.58170682,4
371010.8352172,4944213.10040201,4
371009.9586639,4944212.6190972,4
371009.08211061,4944212.13779238,4
371008.20555732,4944211.65648757,4
371007.32900402,4944211.17518276,4
371006.45245073,4944210.69387795,4
371005.57589743,4944210.21257314,4
371004.69934414,4944209.73126832,4
371003.82279084,4944209.24996351,4
371002.94623755,4944208.7686587,4
371002.06968426,4944208.28735389,4
371001.19313096,4944207.80604907,4
371000.31657767,4944207.32474426,4
370999.44002437,4944206.84343945,4
370998.56347108,4944206.36213464,4
370997.68691778,4944205.88082983,4
370996.81036449,4944205.39952501,4
370995.9338112,4944204.9182202,4
370995.0572579,4944204.43691539,4
370994.18070461,4944203.95561058,4
370993.30415131,4944203.47430576,4
370992.42759802,4944202.99300095,4
370991.55104472,4944202.51169614,4
370990.67449143,4944202.03039133,4
370989.79793814,4944201.54908652,4
370988.92138484,4944201.0677817,4
370988.04483155,4944200.58647689,4
370987.16827825,4944200.10517208,4
370986.29172496,4944199.62386727,4
370985.41517166,4944199.14256245,4
370984.53861837,4944198.66125764,4
370983.66206508,4944198.17995283,4
370982.78551178,4944197.69864802,4
370981.90895849,4944197.21734321,4
370981.03240519,4944196.73603839,4
370980.1558519,4944196.25473358,4
370979.2792986,4944195.77342877,4
370978.40274531,4944195.29212396,4
370977.52619202,4944194.81081915,4
370976.64963872,4944194.32951433,4
370975.77308543,4944193.84820952,4
370974.89653213,4944193.36690471,4
370974.01997884,4944192.8855999,4
370973.14342554,4944192.40429508,4
370972.26687225,4944191.92299027,4
370971.39031896,4944191.44168546,4
370970.51376566,4944190.96038065,4
370969.63721237,4944190.47907584,4
370968.76065907,4944189.99777102,4
370967.88410578,4944189.51646621,4
370967.00755248,4944189.0351614,4
370966.13099919,4944188.55385659,4
370965.25444589,4944188.07255177,4
370964.3778926,4944187.59124696,4
370963.50133931,4944187.10994215,4
370962.62478601,4944186.62863734,4
370961.74823272,4944186.14733253,4
370960.87167942,4944185.66602771,4
370959.99512613,4944185.1847229,4
370959.11857283,4944184.70341809,4
370958.24201954,4944184.22211328,4
370957.36546625,4944183.74080846,4
370956.48891295,4944183.25950365,4
370955.61235966,4944182.77819884,4
370954.73580636,4944182.29689403,4
370953.85925307,4944181.81558922,4
370952.98269977,4944181.3342844,4
370952.10614648,4944180.85297959,4
370951.22959319,4944180.37167478,4
370950.35303989,4944179.89036997,4
370949.4764866,4944179.40906515,4
370948.5999333,4944178.92776034,4
370947.72338001,4944178.44645553,4
370946.84682671,4944177.96515072,4
370945.97027342,4944177.48384591,4
370945.09372013,4944177.00254109,4
370944.21716683,4944176.52123628,4
370943.34061354,4944176.03993147,4
370942.46406024,4944175.55862666,4
370941.58750695,4944175.07732185,4
370940.71095365,4944174.59601703,4
370939.83440036,4944174.11471222,4
370938.95784707,4944173.63340741,4
370938.08129377,4944173.1521026,4
370937.20474048,4944172.67079778,4
370936.32818718,4944172.18949297,4
370935.45163389,4944171.70818816,4
370934.57508059,4944171.22688335,4
370933.6985273,4944170.74557853,4
370932.82197401,4944170.26427372,4
370931.94542071,4944169.78296891,4
370931.06886742,4944169.3016641,4
370930.19231412,4944168.82035929,4
370929.31576083,4944168.33905447,4
370928.43920753,4944167.85774966,4
370927.56265424,4944167.37644485,4
370926.68610095,4944166.89514004,4
370925.80954765,4944166.41383523,4
370924.93299436,4944165.93253041,4
370924.05644106,4944165.4512256,4
370923.17988777,4944164.96992079,4
370922.30333447,4944164.48861598,4
370921.42678118,4944164.00731116,4
370920.55022789,4944163.52600635,4
370919.67367459,4944163.04470154,4
370918.7971213,4944162.56339673,4
370917.920568,4944162.08209192,4
370917.04401471,4944161.6007871,4
370916.16746141,4944161.11948229,4
370915.29090812,4944160.63817748,4
370914.41435483,4944160.15687267,4
370913.53780153,4944159.67556785,4
370912.66124824,4944159.19426304,4
370911.78469494,4944158.71295823,4
370910.90814165,4944158.23165342,4
370910.03158835,4944157.75034861,4
370909.15503506,4944157.26904379,4
370908.27848177,4944156.78773898,4
370907.40192847,4944156.30643417,4
370906.52537518,4944155.82512936,4
370905.64882188,4944155.34382454,4
370904.77226859,4944154.86251973,4
370903.89571529,4944154.38121492,4
370903.019162,4944153.89991011,4
370902.14260871,4944153.4186053,4
370901.26605541,4944152.93730048,4
370900.38950212,4944152.45599567,4
370899.51294882,4944151.97469086,4
370898.63639553,4944151.49338605,4
370897.75984223,4944151.01208123,4
370896.88328894,4944150.53077642,4
370896.00673565,4944150.04947161,4
370895.13018235,4944149.5681668,4
370894.25362906,4944149.08686199,4
370893.37707576,4944148.60555717,4
370892.50052247,4944148.12425236,4
370891.62396917,4944147.64294755,4
370890.74741588,4944147.16164274,4
370889.87086259,4944146.68033793,4
370888.99430929,4944146.19903311,4
370888.117756,4944145.7177283,4
370887.2412027,4944145.23642349,4
370886.36464941,4944144.75511868,4
370885.48809611,4944144.27381386,4
370884.61154282,4944143.79250905,4
370883.73498952,4944143.31120424,4
370882.85843623,4944142.82989943,4
370881.98188294,4944142.34859462,4
370881.10532964,4944141.8672898,4
370880.22877635,4944141.38598499,4
370879.35222305,4944140.90468018,4
370878.47566976,4944140.42337537,4
370877.59911646,4944139.94207055,4
370876.72256317,4944139.46076574,4
370875.84600988,4944138.97946093,4
370874.96945658,4944138.49815612,4
370874.09290329,4944138.01685131,4
370873.21634999,4944137.53554649,4
370872.3397967,4944137.05424168,4
370871.4632434,4944136.57293687,4
370870.58669011,4944136.09163206,4
370869.71013682,4944135.61032724,4
370868.83358352,4944135.12902243,4
370867.95703023,4944134.64771762,4
370867.08047693,4944134.16641281,4
370866.20392364,4944133.685108,4
370865.32737034,4944133.20380318,4
370864.45081705,4944132.72249837,4
370863.57426376,4944132.24119356,4
370862.69771046,4944131.75988875,4
370861.82115717,4944131.27858393,4
370860.94460387,4944130.79727912,4
370860.06805058,4944130.31597431,4
370859.19149728,4944129.8346695,4
370858.31494399,4944129.35336469,4
370857.4383907,4944128.87205987,4
370856.5618374,4944128.39075506,4
370855.68528411,4944127.90945025,4
370854.80873081,4944127.42814544,4
370853.93217752,4944126.94684063,4
370853.05562422,4944126.46553581,4
370852.17907093,4944125.984231,4
370851.30251764,4944125.50292619,4
370850.42596434,4944125.02162138,4
370849.54941105,4944124.54031656,4
370848.67285775,4944124.05901175,4
370847.79630446,4944123.57770694,4
370846.91975116,4944123.09640213,4
370846.04319787,4944122.61509732,4
370845.16664458,4944122.1337925,4
370844.29009128,4944121.65248769,4
370843.41353799,4944121.17118288,4
370842.53698469,4944120.68987807,4
370841.6604314,4944120.20857325,4
370840.7838781,4944119.72726844,4
370839.90732481,4944119.24596363,4
370839.03077152,4944118.76465882,4
370838.15421822,4944118.283354,4
370837.27766493,4944117.80204919,4
370836.40111163,4944117.32074438,4
370835.52455834,4944116.83943957,4
370834.64800504,4944116.35813476,4
370833.77145175,4944115.87682994,4
370832.89489846,4944115.39552513,4
370832.01834516,4944114.91422032,4
370831.14179187,4944114.43291551,4
370830.26523857,4944113.9516107,4
370829.38868528,4944113.47030588,4
370828.51213198,4944112.98900107,4
370827.63557869,4944112.50769626,4
370826.7590254,4944112.02639145,4
370825.8824721,4944111.54508663,4
370825.00591881,4944111.06378182,4
370824.12936551,4944110.58247701,4
370823.25281222,4944110.1011722,4
370822.37625892,4944109.61986739,4
370821.49970563,4944109.13856257,4
370820.62315234,4944108.65725776,4
370819.74659904,4944108.17595295,4
370818.87004575,4944107.69464814,4
370817.99349245,4944107.21334333,4
370817.11693916,4944106.73203851,4
370816.24038586,4944106.2507337,4
370815.36383257,4944105.76942889,4
370814.48727928,4944105.28812408,4
370813.61072598,4944104.80681926,4
370812.73417269,4944104.32551445,4
370811.85761939,4944103.84420964,4
370810.9810661,4944103.36290483,4
370810.1045128,4944102.88160001,4
370809.22795951,4944102.4002952,4
370808.35140621,4944101.91899039,4
370807.47485292,4944101.43768558,4
370806.59829963,4944100.95638077,4
370805.72174633,4944100.47507595,4
370804.84519304,4944099.99377114,4
370803.96863974,4944099.51246633,4
370803.09208645,4944099.03116152,4
370802.21553315,4944098.5498567,4
370801.33897986,4944098.06855189,4
370800.46242657,4944097.58724708,4
370799.58587327,4944097.10594227,4
370798.70931998,4944096.62463746,4
370797.83276668,4944096.14333264,4
370796.95621339,4944095.66202783,4
370796.07966009,4944095.18072302,4
370795.2031068,4944094.69941821,4
370794.32655351,4944094.2181134,4
370793.45000021,4944093.73680858,4
370792.57344692,4944093.25550377,4
370791.69689362,4944092.77419896,4
370790.82034033,4944092.29289415,4
370789.94378703,4944091.81158933,4
370789.06723374,4944091.33028452,4
370788.19068045,4944090.84897971,4
370787.31412715,4944090.3676749,4
370786.43757386,4944089.88637009,4
370785.56102056,4944089.40506527,4
370784.68446727,4944088.92376046,4
370783.80791397,4944088.44245565,4
370782.93136068,4944087.96115084,4
370782.05480739,4944087.47984602,4
370781.17825409,4944086.99854121,4
370780.3017008,4944086.5172364,4
370779.4251475,4944086.03593159,4
370778.54859421,4944085.55462678,4
370777.67204091,4944085.07332196,4
370776.79548762,4944084.59201715,4
370775.91893433,4944084.11071234,4
370775.04238103,4944083.62940753,4
370774.16582774,4944083.14810271,4
370773.28927444,4944082.6667979,4
370772.41272115,4944082.18549309,4
370771.53616785,4944081.70418828,4
370770.65961456,4944081.22288347,4
370769.78306127,4944080.74157865,4
370768.90650797,4944080.26027384,4
370768.02995468,4944079.77896903,4
370767.15340138,4944079.29766422,4
370766.27684809,4944078.8163594,4
370765.40029479,4944078.33505459,4
370764.5237415,4944077.85374978,4
370763.64718821,4944077.37244497,4
370762.77063491,4944076.89114016,4
370761.89408162,4944076.40983534,4
370761.01752832,4944075.92853053,4
370760.14097503,4944075.44722572,4
370759.26442173,4944074.96592091,4
370758.38786844,4944074.4846161,4
370757.51131515,4944074.00331128,4
370756.63476185,4944073.52200647,4
370755.75820856,4944073.04070166,4
370754.88165526,4944072.55939685,4
370754.00510197,4944072.07809203,4
370753.12854867,4944071.59678722,4
370752.25199538,4944071.11548241,4
370751.37544209,4944070.6341776,4
370750.49888879,4944070.15287278,4
370749.6223355,4944069.67156797,4
370748.7457822,4944069.19026316,4
370747.86922891,4944068.70895835,4
370746.99267561,4944068.22765354,4
370746.11612232,4944067.74634872,4
370745.23956903,4944067.26504391,4
370744.36301573,4944066.7837391,4
370743.48646244,4944066.30243429,4
370742.60990914,4944065.82112948,4
370741.73335585,4944065.33982466,4
370740.85680255,4944064.85851985,4
370739.98024926,4944064.37721504,4
370739.10369597,4944063.89591023,4
370738.22714267,4944063.41460541,4
370737.35058938,4944062.9333006,4
370736.47403608,4944062.45199579,4
370735.59748279,4944061.97069098,4
370734.72092949,4944061.48938617,4
370733.8443762,4944061.00808135,4
370732.9678229,4944060.52677654,4
370732.09126961,4944060.04547173,4
370731.21471632,4944059.56416692,4
370730.33816302,4944059.0828621,4
370729.46160973,4944058.60155729,4
370728.58505643,4944058.12025248,4
370727.70850314,4944057.63894767,4
370726.83194984,4944057.15764286,4
370725.95539655,4944056.67633804,4
370725.07884326,4944056.19503323,4
370724.20228996,4944055.71372842,4
370723.32573667,4944055.23242361,4
370722.44918337,4944054.7511188,4
370721.57263008,4944054.26981398,4
370720.69607678,4944053.78850917,4
370719.81952349,4944053.30720436,4
370718.9429702,4944052.82589955,4
370718.0664169,4944052.34459473,4
